Document_ID,High_Level_Narratives_List,Sub_Narratives_List,Text
EN_CC_200110.txt,"['CC: Criticism of institutions and authorities', 'CC: Criticism of climate policies', 'CC: Controversy about green technologies']","['CC: Criticism of climate policies: Climate policies have negative impact on the economy', 'CC: Controversy about green technologies: Renewable energy is costly', 'CC: Criticism of institutions and authorities: Criticism of political organizations and figures', 'CC: Criticism of climate policies: Climate policies are ineffective', 'CC: Criticism of climate policies: Other', 'CC: Criticism of institutions and authorities: Criticism of national governments']","If Democrats successfully ban gas stoves, restaurants everywhere will fail 

 Supposedly to prevent ""global warming"" and ""brain damage,"" Hochul and other left-wingers want only electric cooking appliances to be allowed in new construction. Were that to actually happen, cafes and other eateries would no longer be able to run their businesses.

""For 35 years, we've been attacked by everybody,"" Morfogen told Carlson. ""We had organized crime in our industry in the '30s, '70s, '80s and '90s. In the 2000s, we had corrupt Wall Street, and for the last three years we've had government overreach.""

""I mean, we've seen it during covid – they did things and never followed the science and what's going on. I heard a rumor about this last year, and what I'm hearing about today from the White House to Gov. Hochul, that they want to make us, for new restaurant construction, use electric stoves.""

Not only would gas stoves be banned in new construction under Hochul's plan, but so would gas heaters. Everyone would be forced to use costly and highly inefficient electric cooking and heating appliances, which would also place enormous strain on the electrical grid. (Related: In Europe, the ongoing energy crisis is causing some to have to burn wood for warm meals and heat.)

According to Hochul and other Democrats, the planet's climate is supposedly changing because of gas use. In order to stop the climate from changing, electric must be the only source of energy used – even if it comes from coal, ironically enough.

""So let me explain it to you: we lose 40 percent productivity by using electric,"" Morfogen further stated. ""If they inquire with small business owners, I'll give them three pieces of advice: get a stronger filtration system; get a hood system that works; and, basically, train your staff how to maintain it.""

Citing a single study claiming that gas stoves contribute to 12.7 percent of all cases of asthma in children, the Consumer Product Safety Commission (CPSC) is attempting to implement a nationwide ban on gas stoves – because freedom of choice is not one of that group's values.

""For 35 years, we continuously have obstacles in running our industry,"" Morfogen added during the interview.

""I've got to tell you, Tucker – and I want to thank you for supporting small business – since the last time I was on, you inspired me to write the book. And I've got to tell you, our journey is constantly being attacked, like, we're vulnerable and this is the crème de la crème, because I will tell you, this will destroy our industry just as bad as they attempted to do with covid.""

If you are interested in watching the Tucker Carlson segment featuring Morfogen, you can do so at this link.

Bearing the nickname ""Golden Greek,"" Morfogen has owned and operated a number of top restaurants in New York City – at least 41 of them, in fact. He told the New York Post last summer that thievery, economic downturns, demolition problems, and changing neighborhoods are among the many reasons why his restaurants have come and gone over the years.

""Our industry was then like the Wild West,"" he explained. ""There comes a knock on the door and you have to pay protection so the mob doesn't break your window or your manager's legs.""

The new mob, apparently, are Democrats and their ""green"" tyranny solutions to climate problems that are entirely nonexistent outside of their own deranged heads.

The latest news about the Democrats and their hair-brained ideas can be found at Libtards.news.

Sources for this article include:"
EN_CC_200113.txt,"['CC: Criticism of institutions and authorities', 'CC: Controversy about green technologies']","['CC: Criticism of institutions and authorities: Criticism of political organizations and figures', 'CC: Controversy about green technologies: Renewable energy is costly', 'CC: Controversy about green technologies: Renewable energy is unreliable']","Trump's Seawall Is About His Business, Not Global Warming 

 A Monday Politico article claims Republican presidential candidate Donald Trump could secretly care about global warming based on an application to build a seawall to protect a golf resort.

In reality, this only shows Trump uses global warming alarmism to benefit his business.

A permit application for the wall by Trump International Golf Links Ireland which was reviewed by Politico explicitly cites global warming and erosion due to rising sea levels as a justification to build the structure. However, the application was prepared by an Irish environmental consulting group, not Trump’s business. The application clearly uses global warming to add urgency to a permit application to build a seawall which will protect his property from erosion and storms.

Trump’s previous attempts to build the seawall failed to win special approval from Ireland’s national government, so his business resubmitted the application citing global warming as the motivating factor. The seawall would consist of 200,000 tons of rock distributed along two miles of beach in front of Trump’s property.

“The zoning application raises further questions about how the billionaire developer would confront a risk he has publicly minimized but that has been identified as a defining challenge of this era by world leaders, global industry and the American military,” claims Politico. “His public disavowal of climate science at the same time he moves to secure his own holdings against the effects of climate change also illustrates the conflict between his political rhetoric and the realities of running a business with seaside assets in the 21st century.”

The real estate mogul has a long history of skepticism about global warming. Trump has taken to Twitter to call global warming a “hoax,” “mythical,” a “con job,” “nonexistent,” and “bullshit.” Trump also has a long history of questioning the benefits of politically popular green power in favor of conventional energy sources. He views policies created to fight global warming as hurting U.S. manufacturing competitiveness with China. Trump has also vowed to “at a minimum” renegotiate the United Nation’s December’s Paris climate deal.

Trump has also expressed extreme skepticism of wind and solar power which environmentalists claim are the best way to prevent global warming.

“I will say wind is a problem because it’s very expensive to build the towers, very, very expensive, and as you know when you have 40-dollar oil, it’s not economics, so they’re going to have to do a subsidy, otherwise wind isn’t going to work,” Trump said when pointing out problems with wind energy to The Washington Post.

Trump even sued to prevent the construction of a new wind farm in Scotland which would have spoiled the view of a luxury golf resort he owns. Trump publicly stated he would stop development of the resort if the wind farm project went ahead.

Trump has vehemently opposed wind power on Twitter, saying “nobody wants wind turbines, they are failing all over the world and need massive subsidy–a disaster for taxpayers” and asking “How many bald eagles did wind turbines kill today? They are an environmental & aesthetic disaster.”

Trump’s skepticism of solar power is equally well documented, as he said in a 2012 interview with Greta Van Susteren that solar panels are “economically, they’re not good. It’s a very, very poor form of energy. Solar, as you know, hasn’t caught on because, I mean, a solar panel takes 32 years — it’s a 32-year payback. Who wants a 32-year payback? The fact is, the technology is not there yet.”

Trump’s stance on solar is markedly different from that of his likely Democratic rival, former Secretary of State Hillary Clinton, who plans to build “half a billion” solar panels. One of Clinton’s biggest financial backers, hedge fund billionaire Warren Buffett, has invested billions into building just that type of solar panel."
EN_CC_200116.txt,"['CC: Criticism of institutions and authorities', 'CC: Criticism of climate movement', 'CC: Criticism of climate policies']","['CC: Criticism of institutions and authorities: Criticism of political organizations and figures', 'CC: Criticism of climate policies: Climate policies have negative impact on the economy', 'CC: Criticism of climate movement: Climate movement is alarmist', 'CC: Criticism of climate policies: Other']","Canadian Conservative Leader Poilievre Scorches Trudeau Over His ‘Carbon Tax’ Driving the Financial Crisis – But All the Prime Minister Wants To Talk About Is Ukraine! 

 Globalist poster boy Trudeau wants money for climate alarmism and Ukraine Nazis.

Canadian Prime Minister Justin Trudeau is faring miserably in the polls, watching the Conservative opposition lead grow wider, and – what’s worse – witnessing the virtual demise of his prized, signature climate alarmist policies, crystallized on the ‘carbon tax’.

Read: Canada’s Provincial Premiers Form a Rare United Front Against Justin Trudeau’s ‘Carbon Tax’

Today, the conservative leader Pierre Poilievre delivered blistering speech against the Prime Ministers misguided ‘Ukrainian’ priorities in the context of an accelerating social crisis.

They stood in the same hallowed hall where Trudeu had them applaud, with pomp and circumstance, a former Nazi fighter.

Read more:

Canadian Province of Alberta Defies Ottawa, Shields Power Companies From Trudeau’s Federal ‘Clean Electricity Regulations’

Justin Trudeau and Pierre Poilievre trade barbs over Canada's support for Ukraine and the carbon tax during a feisty exchange in the House of Commons.https://t.co/dh39RL9gvx pic.twitter.com/Ror0pZgbEH

— Rebel News (@RebelNewsOnline) November 29, 2023

Pierre Poilievre:

""Mr. Speaker, this Prime Minister, I understand what he's doing.

He has imposed so much misery here at home, whether by doubling housing costs, forcing people into tent encampments, forcing 2 million people to go to a food bank.

These are problems here at home, at the kitchen table.

He is so desperate to talk about anything else that avoids him talking about what's happening in our own country.

So will he answer the question?

Will he take his [Carbon] tax off our farmers so our people can afford to eat?""

Read: Canada’s Supreme Court Deals Blow to Justin Trudeau’s Liberals, Rules That a Federal Climate Alarmist Law Is Unconstitutional

Trudeau had an evasive answer, said Poilievre wants to 'score political points', but the relevant fact, to me, is that, right beside him, while he pleaded for money for Kiev, stood his deputy prime minister Christina Freeland, herself descendent of Ukrainian-Canadians that were reportedly involved in Nazi groups.

This brief exchange summarizes the status quo in Canadian politics: Trudeau has broken the economy, but all he really cares about is money for climate alarmism and for the Ukrainian Nazis.

Read more:

Canadian Province of Alberta Defies Ottawa, Shields Power Companies From Trudeau’s Federal ‘Clean Electricity Regulations’"
EN_CC_200132.txt,"['CC: Criticism of institutions and authorities', 'CC: Criticism of climate policies']","['CC: Criticism of institutions and authorities: Criticism of the EU', 'CC: Criticism of climate policies: Climate policies have negative impact on the economy']","Globalists’ war on the world’s food supply 

 So, what’s this newfound hostility against the thing that keeps us alive?

Take a deep breath. Farming uses nitrogen, and suddenly, nitrogen is the new antagonist in the tale of global warming. The narrative is simple: eliminate nitrogen, and save the world. Yet, in the name of “preservation,” entire segments of our food production are under siege.

Consider rice – a staple for half the world’s population. Renowned agencies claim, “Rice accounts for roughly 10% of global methane emissions,” emphasising the urgent need to curtail its production. But the ramifications? Starvation for billions.

Look to the Netherlands for further evidence. Dutch farmers, the backbone of a nation that is a leading exporter of meat and agricultural products, are being chased off their lands. A staggering number, 3,000 farms, are forecasted to be confiscated in the coming years. The tragic fallout is evident, with a reported 20 to 30 farmers tragically ending their lives annually.

Our friends in Europe are no strangers to these baffling decisions either. The European Commission greenlit a strategy to compensate livestock farmers for halting their operations in certain areas – with a stipulation that they never resume their animal breeding activities. The implications are clear: a drop in global food availability and an inevitable spike in prices.

Remember Sri Lanka’s ill-fated venture into 100% organic farming? The island nation faced a humanitarian nightmare with a staggering 90% of its population on the brink of starvation.

Read more: Globalists’ war on the world’s food supply"
EN_CC_200134.txt,['CC: Hidden plots by secret schemes of powerful groups'],"['CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives', 'CC: Hidden plots by secret schemes of powerful groups: Blaming global elites']","Greece: 13 Muslim migrants charged with arson as deadly wildfires erupt 

 The Leftist elites insist that the wildfires are a result of “climate change” and use them to push their agenda to cripple Western economies and impoverish the people of Europe and North America. They simultaneously maintain that Europe needs ever more Muslim migrants. See how neatly it all works together? The migrants come in, they start the fires, the Left uses the fires to advance its agenda, and calls for more migrants.

“Fires in Greece: 13 Pakistani and Syrian migrants charged with attempted arson in Evros,” Greek City Times, August 24, 2023:

The businessman of Albanian origin from Alexandroupoli gave his version of the incident with the 13 immigrants, identified as nationals of Pakistan and Syria, he kept illegally in a trailer….

“The place I was at is 200 meters from my business. Several improvised incendiary structures were found in the area. In the previous days, the suburbs and settlements of Alexandroupolis had been evacuated, as well as the University General Hospital. Naturally, all the residents had lost sleep and were on the alert for the fire to find us during the night.

“At the specific point between Alexandroupoli and S. Chile, behind a supermarket chain, I spotted a group of 13 people who were around an object and were trying to set it on fire while holding a balloon that smelled of gasoline, and they also brought a knife with them….

“I didn’t care if they were immigrants if they came from Albania, Syria, Greece or Australia. I am neither a fascist nor a racist, and I am sure that my fellow citizens of Alexandroupoli with whom I have been doing business all these years know that,” he concluded….

The 13 illegal immigrants, who were illegally kept in a trailer by three citizens in Alexandroupolis, are accused of attempted arson….

Comments

Snow White says

Now who would have ever thought those fires were lit by mohamedans? Gee Whizz, wow….

Dennis Bray says

Ive been saying it all along! Burn your host country & weaken them ready for the big push when they takeover!

࿗Infidel࿘ says

It wasn’t enough that Greece had to be overrun by the Ottomans, and their great heritage sites destroyed. They now have to be stupid enough to allow in any muslims who land ashore. All this started w/ the kid whose body washed up on a Greek shore a decade ago

GreekEmpress says

So true, Infidel. You’d think Greeks would remember their history.

If nothing else, the aggression of the Turks in Cyprus and in Greek airspace and waters should remind them.

Nick says

Can anyone refute the Muslim apologist Shahid bolsen who has the YouTube channel middle nation. He sounds smart but i know he is a liar. He called the recent laws in France misogyny.

Jinx the cat says

Some professor or another once called that ‘antiphrasis’.

Yogi says

Climate changed, Bhahaha!! From hot to boiling!!!, this traitors are just unbelievable!!, UN . Is a criminal organization big time..

Keith O says

I don’t care who or what they are, all arsonists, black, white or brindle, Christian or mudslime should be publicly burned at the stake for setting those fires.

I vividly recall the destruction here in Australia when we had the last lot of bush fires, and some of those were from arson.

Sickening.

brenrod says

They first used arson as a terror weapon in Israel and their success caused them to do it globally. Perhaps they did it in Maui."
EN_CC_200137.txt,"['CC: Criticism of climate movement', 'CC: Criticism of institutions and authorities']","['CC: Criticism of climate movement: Other', 'CC: Criticism of climate movement: Climate movement is alarmist', 'CC: Criticism of climate movement: Climate movement is corrupt', 'CC: Criticism of climate movement: Ad hominem attacks on key activists', 'CC: Criticism of institutions and authorities: Other']","JOURNO-TERRORISM: Bloomberg calls for climate terrorism across America, says “property destruction” is the only way to achieve climate justice 

 Entitled ""The Climate Movement Needs to Embrace Property Destruction,"" the article chastises climate activists for not doing enough to ""reign [sic] in the fossil fuel industry.""

Citing Lund University professor and eco-terrorism proponent Andreas Malm, the article attempts to make the case that destroying public and private property is a powerful way to save the planet from global warming.

""The task for the climate movement is to make clear for people that building new pipelines, new gas terminals, opening new oil fields are acts of violence that need to be stopped – they kill people,"" Malm is quoted as saying on Bloomberg's ""Green Zero"" podcast.

""We shouldn't engage in assassinations or terrorism, or use arms and things like that. But until that line or boundary, we need virtually everything ... all the way up to sabotage and property destruction."" (Related: The New York Times similarly promoted ""sabotage"" as the ""most effective"" way to prevent environmental ""breakdown"".)

Climate terrorism is already spreading like wildfire across Europe. In Marseilles, for instance, climate terrorists destroyed a cement factory because they believed it was releasing too much carbon dioxide and warming the planet. In London, climate terrorists threw tomato soup at a Van Gogh's ""Sunflowers"" painting as part of a ""Just Stop Oil"" protest.

There are not too many of them to begin with across the pond, but SUVs throughout Western Europe are turning up with flat tires as climate terrorists protest other people's use of larger vehicles, which they see as ""gas-guzzlers.""

These types of things please Malm, but he craves more destruction. According to him, this is only the beginning of what climate terrorists should be doing every day to stop all use of the earth's natural energy, i.e., natural gas and oil.

The good news is that many governments are increasing the penalties and punishments for climate terrorism. Just Stop Oil activist Jan Goodey was recently sentenced to six months in prison for disrupting a major London motorway, while a few months earlier a climate terrorist named Deanna ""Violet"" Coco received a 15-month prison sentence for blocking a lane of traffic on the Sydney Harbour Bridge for 28 minutes.

""That's what always happens when you escalate,"" Malm said smugly on the Bloomberg broadcast. ""As soon as you pose a danger to the system, this is what you'll get in return. And that's a sign that you're doing something good, that you are actually challenging some interests.""

In the comments, one reader wrote that he would like to see the punishments for climate terrorism become even more severe.

""Sentence them to 25 years minimum of extreme hard labor, or make them food for hungry animals,"" this person wrote. ""No animal should ever have to go hungry,"" he added jokingly.

Another wrote that true ecological activists who simply oppose needless environmental destruction have had their movements hijacked by communists who are running huge propaganda efforts to keep We the People fighting among ourselves as opposed to joining forces against these communists and their violent plans for the world.

""They are masters of destruction and of propaganda that dupes the masses into fighting among themselves instead of uniting to solve problems for everyone's benefit,"" this person wrote.

Want to keep up with the latest devious machinations of the climate cult? Visit Climate.news.

Sources for this article include:"
EN_CC_200139.txt,"['CC: Criticism of institutions and authorities', 'CC: Criticism of climate policies']","['CC: Criticism of institutions and authorities: Criticism of national governments', 'CC: Criticism of climate policies: Climate policies have negative impact on the economy', 'CC: Criticism of climate policies: Other']","‘Fundamentally Wrong’: Virginia Heads For Exit Ramp After Adopting California’s ‘Out-Of-Touch’ EV Rules 

 Virginia is ditching rules that would have mandated 100% of new car sales to be electric vehicles (EVs) by 2035.

Under former Democratic Virginia Gov. Ralph Northam, the state enacted a law in 2021 that hitched it to California’s stringent vehicle emissions standards, the latest version of which will require the phase-out of internal combustion engine models by 2035. Current Republican Gov. Glenn Youngkin and his administration announced Wednesday that Virginia will not be following California’s new regulations once the current set expires at the end of the year.

“Once again, Virginia is declaring independence – this time from a misguided electric vehicle mandate imposed by unelected leaders nearly 3,000 miles away from the Commonwealth,” Youngkin said in a statement. “The idea that government should tell people what kind of car they can or can’t purchase is fundamentally wrong. Virginians deserve the freedom to choose which vehicles best fit the needs of their families and businesses. The law is clear, and I am proud to announce Virginians will no longer be forced to live under this out-of-touch policy.” (RELATED: Glenn Youngkin And Virginia Universities Are In Bitter Battle Over Future Of Diversity, Equity And Inclusion On Campuses)

Once again, Virginia is declaring independence – this time from a misguided electric vehicle mandate imposed by unelected leaders nearly 3,000 miles away from the Commonwealth.

— Governor Glenn Youngkin (@GovernorVA) June 5, 2024

Youngkin has opposed the policy because “California’s requirements for their citizens should not be a one size fits all solution for Virginia,” the governor’s staff previously told to the Daily Caller News Foundation. Previous efforts by state Republicans to repeal the law linking Virginia to California’s standards failed, and legislative avenues to get rid of the rules closed when Democrats cemented control of the state legislature in last fall’s elections.

The governor’s office cited a legal opinion by Republican Virginia Attorney General Jason Miyares to substantiate its decision. Miyares’ opinion asserted that the state is not obligated to abide by the California Air Resource Board’s (CARB) Advanced Clean Cars II rules, which would have taken effect at the beginning of 2025 and required EVs to make up 35% of all new car sales starting in model year 2026 on the way to 100% by 2035.

“Given that EVs only amounted to 9% of vehicles sold in Virginia in 2023, application of the misguided mandates could have resulted in hundreds of millions of dollars in penalties,” Youngkin’s office said in the official announcement. “Virginia auto consumers and dealers could be forced to bear these costs. Not only would this leave auto dealers with less money to pay staff, offer raises, and grow their businesses, it could force many small auto dealers to permanently close their doors.”

Numerous Democrat-leaning or blue states have adopted CARB’s auto emissions standards, which are more stringent than federal standards, according to The Wall Street Journal.

Neither CARB nor the office of Democratic California Gov. Gavin Newsom responded immediately to requests for comment."
EN_CC_200141.txt,"['CC: Criticism of institutions and authorities', 'CC: Hidden plots by secret schemes of powerful groups']","['CC: Criticism of institutions and authorities: Criticism of political organizations and figures', 'CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives']","The Great Reset King pollutes Christmas message with “climate change” activism 

 On Christmas day, when Christians are celebrating the birth of their Saviour, King Charles III used his Christmas message to push the “climate change” narrative.

“Out of God’s Providence, we are blessed with much and it is incumbent on us to use this wisely. However, service to others is but one way of honouring the whole of creation, which after all is a manifestation of the divine. This is a belief shared by all religions,” Charles III said.

Then he slipped seamlessly into climate activism. “To care for this creation is a responsibility owned by people of all faiths and of none. We care for the Earth for the sake of our children’s children. During my lifetime I’ve been so pleased to see a growing awareness of how we must protect the Earth and our natural world as the one home we all share.”

What has that message got to do with the birth of Jesus and Jesus’ message for the world? Is he conflating religions? Is he attempting to dilute or usurp the “Our Saviour is born” message? Or, perhaps, he is attempting to merge his own beliefs into another to create a universal belief system he thinks we should all follow.

Below, Jordan Schachtel has more to say on Charles III using the world stage for his activism.

On Monday, King Charles III, who we sometimes refer to as the “WEF King” – because he’s one of the world’s most prominent anti-humans – dedicated a significant chunk of the Royal Family’s annual Christmas broadcast to the climate narrative.

Charles began with a unifying, apolitical message about having compassion for others, along with a plethora of unifying slogans, before quickly turning heel and going full Klaus Schwab mode, under the guise of presenting a cause that is greater than ourselves.

“We care for the Earth for the sake of our children’s children,” said Charles, who earlier this month flew on his very spacious private aircraft to the 2023 United Nations Climate Change Conference (“COP 28”).

“During my lifetime I have been so pleased to see a growing awareness of how we must protect the Earth and our natural world as the one home which we all share,” said Charles, who has been serving as king since September 2022.

Read More: The Great Reset King pollutes Christmas message"
EN_CC_200144.txt,"['CC: Criticism of climate movement', 'CC: Criticism of institutions and authorities', 'CC: Criticism of climate policies']","['CC: Criticism of climate movement: Climate movement is alarmist', 'CC: Criticism of climate movement: Climate movement is corrupt', 'CC: Criticism of institutions and authorities: Criticism of political organizations and figures', 'CC: Criticism of climate policies: Climate policies are ineffective', 'CC: Criticism of institutions and authorities: Criticism of national governments', 'CC: Criticism of climate movement: Other']","Biden WH ‘Amplifies’ Climate Extremist Group ‘Making Life Miserable’ For Cabinet And Govt Officials 

 The Biden administration celebrated praise from a far-left climate alarmist group known for harassing public officials and blocking roads on Saturday.

Following its Friday announcement that it’s pulling the plug on several liquefied natural gas (LNG) projects in the name of so-called “climate change,” the White House released a “WHAT THEY ARE SAYING” press release the following day that included remarks from left-wing climate activists and organizations celebrating the administration’s continued war on efficient sources of energy and the American consumer. [emphasis, links added]

Among the groups propped up by the administration is Climate Defiance, a radical environmentalist group comprised of young Marxists who regularly disrupt traffic and shout down U.S. politicians to coerce them into advancing their radical agenda.

According to InfluenceWatch, much of the organization’s funding comes from the Climate Emergency Fund (CEF), a nonprofit “that channels money to groups engaged in climate activism.”

CEF has previously received funding from “former Secretary of State Hillary Clinton’s Onward Together, liberal activist Abigail Disney, and oil heiress Aileen Getty’s Aileen Getty Foundation.”

In its Saturday release, the White House specifically highlighted Climate Defiance’s Jan. 26 tweet celebrating the administration’s “monumental” decision to ax the aforementioned LNG projects.

“Never thought we would see the day. The White House is amplifying our Twitter account. Words fail. Words fail. Words utterly fail,” Climate Defiance’s X account posted on Sunday.

Never thought we would see the day. The White House is amplifying our Twitter account. Words fail. Words fail. Words utterly fail. pic.twitter.com/G6hFNLofGZ

— Climate Defiance (@ClimateDefiance) January 28, 2024

Beyond funding from Democrat-aligned entities, Climate Defiance is more well-known for its goal of “making life MISERABLE for every person in power” who opts not to endorse its extreme agenda.

Earlier this month, for example, several of the group’s members “swarmed” Sen. Joe Manchin, D-W.Va., while he was speaking at a New Hampshire diner.

Climate Defiance agitators chanted “anti-fossil fuels slogans” during Manchin’s remarks. One of them, carrying a sign “calling for the end of fossil fuel dependence,” reportedly jumped in front of the senator’s SUV as it was departing the venue.

The group claimed Manchin uses his position as chair of the Senate Energy Committee to “protect his personal coal company.”

Climate Defiance’s radical behavior doesn’t stop there.

Since its 2023 launch, the group has attempted to corner several high-ranking Democrats, including President Joe Biden.

According to InfluenceWatch, on April 29, its members “created a blockade to prevent elected officials from attending the White House Correspondents’ Dinner at the Washington Hilton, hoping to see [the president] and demand an end to leasing public lands for fossil fuel projects.”

The organization’s members harassed Sen. Amy Klobuchar, D-Minn., at a book launch event in May and “blocked traffic and protested outside” Senate Majority Leader Chuck Schumer’s New York City residence later that same month.

Climate Defiance demonstrators were also reportedly removed from a June event hosted by the Detroit Free Press, at which Energy Secretary Jennifer Granholm was scheduled to speak.

Among the phrases shouted by agitators were, “No MVP. No LNG. Granholm, you are killing me,” and, “F-ck you, Jennifer. F-ck you, Joe Biden. F-ck all these politicians.”"
EN_CC_200145.txt,"['CC: Criticism of institutions and authorities', 'CC: Criticism of climate policies', 'CC: Controversy about green technologies']","['CC: Criticism of institutions and authorities: Criticism of political organizations and figures', 'CC: Criticism of institutions and authorities: Criticism of national governments', 'CC: Controversy about green technologies: Other', 'CC: Criticism of climate policies: Climate policies have negative impact on the economy']","GOP Slams John Kerry's Hypocrisy on Coal Plants With Harm He'd Cause and Pass He Gave China 

 On Saturday, Joe Biden's climate envoy, John Kerry, committed the administration to the elimination of all coal-fired power plants.

U.S. Special Envoy John Kerry announced that America was joining the Powering Past Coal Alliance, which means the Biden Administration commits to building no new coal plants and phasing out existing plants. No date was given for when the existing plants would have to go, but other Biden regulatory actions and international commitments already in the works had meant no coal by 2035.

This is crazy and fascistic, as he calls for the elimination of a vital energy resource.

John Kerry demands the end of coal plants.— Daniel Turner (@DanielTurnerPTF) December 4, 2023

Here's what Kerry won't tell you:

- Coal is inexpensive, abundant, and reliable

- Solar manufacturing plants run on coal

- Wind manufacturing plants run on coal

- EV battery factories are powered by coal

Facts matter. pic.twitter.com/V8cX2injQu

Kerry says there shouldn't be any more permanent coal-fired power plants permitted anywhere in the world. He said that's how you can do something for ""health."" He said he finds himself getting more and more ""militant"" because he does not understand ""how adults [who] are in positions of responsibility can be avoiding responsibility for taking away those things that are killing people on a daily basis. And the reality is that the climate crisis and the health crisis are one and the same.""

Yikes! How dare anyone disagree with him, he seemingly thinks, while he's trying to crush industries and the jobs associated with them? We get that the Biden team doesn't care about that, as they race pell-mell ahead with their agenda.

But it gets worse, as Sen. John Barrasso (R-WY) and Sen. Josh Hawley (R-MO) point out. While the Biden team is pushing for this radical agenda that would limit and harm the U.S., Kerry gave China a pass by locking them into the status of a ""developing country"" according to the Paris Agreement, which Kerry helped to negotiate.

“At the time the Paris Agreement was signed, China was the world’s second largest economy, and had been so for many years. Nevertheless, the treaty you negotiated and agreed to locked into place China’s status as a developing country. That was as absurd then as it is now,” the senators wrote. [....]

“China is bent on global domination. It is the world’s second largest economy and largest emitter of greenhouse gases. It is America’s chief economic and geopolitical rival. It exploits forced labor. It manipulates global markets. It steals our technology. It is building hypersonic missiles and a blue-water navy,” the senators wrote. “It should not get special treatment in international climate agreements. There should be no more free rides for China. That should be non-negotiable.”

But it's the Biden team, where giving China a pass seems to be baked in, so they're building all the coal plants they can. And they're using them to help build all the green energy stuff that the Biden team wants to shove down our throats.

China is acting within, and taking advantage of, the international framework you helped create—the Paris Agreement. The Chinese coal plants to which you object now power mines and refineries producing critical minerals. They drive factories building solar panels, wind turbines, and electric batteries and cars that the Biden Administration wants to force Americans to buy.

So it's a double win for China, courtesy of the Biden administration. Once again, bad Democratic policy hurting the United States and being hypocritical."
EN_CC_200150.txt,['CC: Criticism of climate movement'],['CC: Criticism of climate movement: Climate movement is alarmist'],"Despite Yields Doubling, NYTimes Claims Vanilla Is Disappearing From Climate Change 

 The New York Times is attempting to stoke climate alarm this week with an article claiming the world’s favorite scent – vanilla – is about to disappear because climate change is eradicating vanilla plants. [emphasis, links added]

In reality, objective data show vanilla production has doubled since the year 2000, and the current market is saturated with oversupply.

The Times article, “This Is How the World’s Favorite Scent Disappears,” notes vanilla is the world’s favorite scent and is used in a wide variety of perfumes and other products.

Citing anecdotal events like a cyclone that hit Madagascar several years ago during its annual cyclone season, the Times claims supersized cyclones are putting vanilla plants on the verge of extinction.

Interestingly, although the Times published its article just yesterday, the best anecdotal “evidence” for the asserted vanilla extinction was a cyclone that hit Madagascar way back in 2017 during its cyclone season.

According to the Times, Madagascar produces 80 percent of the world’s vanilla – actually, it produces significantly less than 80 percent – and:

“As a result [of the 2017 cyclone], the price of vanilla bean pods surged to nearly $300 a pound. The increasingly erratic weather, along with pressure to cut the forests that harbor the orchids, is particularly worrisome for farmers…”

So, why does the Times provide just anecdotal ‘evidence’ of climate change ravaging vanilla crops, and why does the Times have to go back to 2017 to find any such anecdotal evidence?

The answer is that objective facts expose the Times’ claim as false.

The United Nations Food and Agriculture Organization provides detailed information on global crop production, including vanilla. According to the UN data, global vanilla production has doubled from 3.9 million kg of vanilla in 2000 to 7.7 million kg in 2022.

There is so much vanilla being produced that farmers are complaining about low vanilla prices caused by overproduction.

“The 2023 vanilla crop is expected to be one of the best harvests in the last two decades, forecasted at 2,500 tons with exceptionally high quality,” observes the Nielsen-Massey 2023 Crop Report.

The Crop Report observes that recent strong production has created a market oversupply. “The oversupply has led to aggressive price reductions, posing economic challenges for vanilla farmers as they sell their 2022 crop at low prices to meet their daily living needs,” the Crop Report adds.

Wow, talk about the New York Times getting the story completely backward and wrong!

The New York Times points to a cyclone that hit Madagascar seven years ago during its cyclone season and caused a very short-term spike in vanilla prices.

That is its sole “evidence” of climate change making vanilla go extinct.

In reality, vanilla production is so strong that the market is saturated with vanilla, … making farmers complain about low prices.

The New York Times and other “mainstream” media outlets have a long history of identifying popular foods, beverages, and luxury items that climate change is allegedly destroying.

As is the case with all other such items that have come to Climate Realism’s attention, vanilla is becoming more abundant rather than less abundant as the planet modestly warms.

Top photo of the Vanilla bean plant by Kristy An on Unsplash"
